time,runtime,loop_dt,nav_mode,receiver_pulse_width,receiver_angle,receiver_sample_age_sec,receiver_is_fresh,battery_percent,battery_seconds_left,battery_time_remaining,battery_plugged_in,imu_temperature,imu_raw_acceleration_x,imu_raw_acceleration_y,imu_raw_acceleration_z,imu_body_acceleration_x,imu_body_acceleration_y,imu_body_acceleration_z,imu_acceleration_x,imu_acceleration_y,imu_acceleration_z,imu_velocity_x,imu_velocity_y,imu_velocity_z,imu_position_x,imu_position_y,imu_position_z,imu_gravity_x,imu_gravity_y,imu_gravity_z,imu_absolute_roll,imu_absolute_pitch,imu_absolute_yaw,imu_relative_roll,imu_relative_pitch,imu_relative_yaw,imu_initial_roll,imu_initial_pitch,imu_initial_yaw,imu_quaternion_w,imu_quaternion_x,imu_quaternion_y,imu_quaternion_z,imu_angular_velocity_x,imu_angular_velocity_y,imu_angular_velocity_z,imu_magnetic_x,imu_magnetic_y,imu_magnetic_z,gps_lat,gps_lon,gps_has_fix,gps_speed_mps,gps_track_deg,ekf_initialized,ekf_east_m,ekf_north_m,ekf_yaw_rad,ekf_roll_rad,ekf_pitch_rad,ekf_vx_body_mps,ekf_vy_body_mps,ekf_yaw_rate_radps,ekf_bias_ax_mps2,ekf_bias_ay_mps2,ekf_bias_gz_radps,ekf_pos_1sigma_m,ekf_yaw_1sigma_rad,ekf_vel_1sigma_mps
0.012012481689453125,9.298324584960938e-05,8.845329284667969e-05,odometry_only,0,0,,False,,,N/A,False,37,-0.4252734375000006,0.07259765625,10.45021484375,-0.021914062500000137,0.005742187500000072,0.0007031250000000041,-0.013021532446256402,-0.018482307818001396,0.0015928677837255116,-5.758987113906294e-07,-8.174104929540774e-07,7.044720026995716e-08,-2.5470068684330405e-11,-3.6151324854607906e-11,3.1156434178536064e-12,-0.4147265624999994,0.06740234375000001,9.159785156250003,0.0,0.0,0.0,2.125,0.5625,-290.4375,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,-0.004363323129985824,-0.004363323129985824,0.0,18.6875,2.5,-35.6875,,,False,,,False,,,,,,,,,,,,,,
0.1398458480834961,0.12792634963989258,0.1278219223022461,odometry_only,0,0,,False,,,N/A,False,37,-0.41527343750000056,0.06259765625,10.480214843749998,-0.009587900891658554,0.0026606470979146776,-0.002378415402085392,-0.0058973661092887085,-0.008120492814478051,-0.001985551745940911,-0.0012097008893168723,-0.0017010279682264195,-2.5026362253547503e-05,-7.734997825184899e-05,-0.00010876661003587703,-1.5949534018173303e-06,-0.4147265624999994,0.06740234375000001,9.159785156250003,358.6903453291137,359.6533267047654,317.1280691559869,360.8153453291137,360.2158267047654,26.690569155986907,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,0.0,0.001090830782496456,-0.001090830782496456,18.25,2.875,-34.5,,,False,,,False,,,,,,,,,,,,,,
0.25786590576171875,0.24594640731811523,0.11800813674926758,odometry_only,0,0,,False,,,N/A,False,37,-0.41527343750000056,0.04259765624999999,10.45021484375,-0.005004695778047375,-0.001471407525745685,-0.0005379633352306193,-0.00038323340343474305,-0.0052175822210222475,-0.00036248091403974503,-0.0015802818123992984,-0.0024880286596070753,-0.00016356984186891938,-0.00024197030834795542,-0.00035593799372977747,-1.2722896725055756e-05,-0.4147265624999994,0.06740234375000001,9.159785156250003,358.2033797857925,359.5244240609451,301.187108870208,360.3283797857925,360.0869240609451,10.749608870208021,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,-0.001090830782496456,-0.001090830782496456,-0.003272492347489368,17.875,2.875,-36.5,,,False,,,False,,,,,,,,,,,,,,
0.3740720748901367,0.3621525764465332,0.11619400978088379,odometry_only,0,0,,False,,,N/A,False,37,-0.41527343750000056,0.04259765624999999,10.45021484375,0.0007864429390284687,-0.007081981094787886,0.002177040875273659,0.0007863859008013845,0.0034922568344891124,-0.006534385595668343,-0.001556859859788195,-0.0025882648970260943,-0.0005642571292121552,-0.00042422884341904133,-0.0006508554453148133,-5.5007463823348446e-05,-0.4147265624999994,0.06740234375000001,9.159785156250003,358.0084802846822,359.4728330165335,294.80701637798023,360.1334802846822,360.0353330165335,4.369516377980233,-2.125,-0.5625,290.4375,-0.8214111328125,-1.99334716796875,-6.103515625e-05,-6.103515625e-05,0.0,-0.003272492347489368,0.001090830782496456,18.25,2.0625,-34.0,,,False,,,False,,,,,,,,,,,,,,
0.4908733367919922,0.47895383834838867,0.11678934097290039,odometry_only,0,0,,False,,,N/A,False,37,-0.4252734375000006,0.032597656249999996,10.45021484375,-0.0008196851356308426,-0.009367310330150817,0.00923044023274582,0.008697896256704314,-0.003751386914213679,0.009159318225757449,-0.0010030283284001309,-0.002603396712644738,-0.00041097505322897077,-0.0005737126706504546,-0.0009540208142886952,-0.00011195582576477967,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.92909276353777,359.45181867270117,292.20824252404486,360.05409276353777,360.01431867270117,1.7707425240448629,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,0.004363323129985824,0.003272492347489368,0.001090830782496456,18.6875,3.25,-34.875,,,False,,,False,,,,,,,,,,,,,,
0.6089930534362793,0.5970735549926758,0.11810708045959473,odometry_only,0,0,,False,,,N/A,False,37,-0.4252734375000006,0.08259765624999998,10.45021484375,-0.0034650308559717557,-0.002331614350770197,0.012101806562272895,0.0012487591502359984,-0.0036727369512653645,0.012200335661601164,-0.00041564311317444957,-0.0030418175100058033,0.0008503881269027087,-0.0006574902416983438,-0.0012873906994918132,-8.600692814108867e-05,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.89677492023327,359.44326394947353,291.150308418224,360.02177492023327,360.00576394947353,0.7128084182239718,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,-0.001090830782496456,-0.004363323129985824,-0.004363323129985824,17.875,2.5,-35.25,,,False,,,False,,,,,,,,,,,,,,
0.7255129814147949,0.7135934829711914,0.11650776863098145,odometry_only,0,0,,False,,,N/A,False,37,-0.4252734375000006,0.04259765624999999,10.40021484375,-0.006504620141889296,0.0004850250287855955,0.0053290634789218555,-0.0026062201235911124,-0.005748991581233274,0.005576823692523978,-0.0004947204876790719,-0.003590669793989937,0.0018859767113759585,-0.0007105224575874984,-0.001673758847622742,7.339695259297328e-05,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.8838369379241,359.4398391894505,290.72677976204506,360.0088369379241,360.0023391894505,0.2892797620450551,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,0.001090830782496456,-0.001090830782496456,0.0,17.5,3.25,-36.1875,,,False,,,False,,,,,,,,,,,,,,
0.8421370983123779,0.8302175998687744,0.11661171913146973,odometry_only,0,0,,False,,,N/A,False,37,-0.4352734375000006,0.06259765625,10.440214843749999,-0.005757346107839044,0.00360979837335667,-0.0013830805232682491,-0.005424900868480764,-0.004170301130362089,-0.0011267782766982914,-0.0009629819003982398,-0.004169022681823634,0.002145440434452233,-0.0007955150483153705,-0.0021261943873908174,0.0003084521945485275,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.878584403268,359.43844881262976,290.554836495214,360.003584403268,360.00094881262976,0.11733649521397638,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,-0.001090830782496456,0.001090830782496456,0.0,17.5,2.5,-35.25,,,False,,,False,,,,,,,,,,,,,,
0.9600315093994141,0.9481120109558105,0.11788201332092285,odometry_only,0,0,,False,,,N/A,False,37,-0.4352734375000006,0.032597656249999996,10.43021484375,-0.007442887218083494,-0.005067069692708422,-0.008097541827682703,0.0019601666542077775,-0.009000976430099412,-0.007860160243625609,-0.0011671968227984324,-0.0049453510402415815,0.0016157412312686648,-0.0009210699266272788,-0.0026634047496489977,0.0005301400281589883,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.87644453809986,359.4378823777323,290.4847873795629,360.00144453809986,360.0003823777323,0.04728737956287432,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,0.002181661564992912,0.002181661564992912,0.001090830782496456,17.5,2.875,-35.25,,,False,,,False,,,,,,,,,,,,,,
1.0762746334075928,1.0643551349639893,0.11623048782348633,odometry_only,0,0,,False,,,N/A,False,37,-0.4252734375000006,0.06259765625,10.45021484375,-0.008118303708688672,-0.0045866992389940854,-0.0028735161964079173,0.001393255355070047,-0.009297866702339548,-0.002609650292205822,-0.0009723118847902437,-0.006008792772185998,0.0010072856382690827,-0.0010454079970200932,-0.0033000074891525386,0.0006825778744692306,-0.4147265624999994,0.06740234375000001,9.159785156250003,357.8755870685232,359.43765540049145,290.45671786077423,360.0005870685232,360.00015540049145,0.019217860774233486,-2.125,-0.5625,290.4375,-0.8214111328125,0.00665283203125,-0.01849365234375,-0.57000732421875,0.002181661564992912,-0.002181661564992912,0.002181661564992912,17.5,2.875,-34.5,,,False,,,False,,,,,,,,,,,,,,
